ID,Property Title,Description,City,Province,Postal Code,Number Of People,Number Of Pets,Bathroom Occupants,Price,Utilities Fees,Total,Available From,Status,Property Type,Property Size,Space Type,Host Prefers,Facilities,Household Items,Occupants,Furnishing Level,Furnishings,Bed Type,Safety Features,Amenities,House Rules,Shared Spaces,Bathroom Type,City_clean
2771,Clean 2bdr 2 bath condo fully furnished across the street from Okanagan College,"Fully furnished 2 bedroom 2 Bathroom condo steps away from Okanaga  College, shopping and restaurants. 5 minutes from the beach",Kelowna,BC,V1Y 9L9,,,1,3100.0,0.0,3348.0,,deleted,Apartment,,,,"['Gym', 'Swimming pool', 'Sauna', 'Onsite management', 'Elevator']",,,,"['Pillows', 'Television', 'Closet', 'Drawers', 'Fridge']",Queen bed,"['Smoke Detector', 'Carbon Monoxide Detector']","['Free parking on site', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'Fireplace', 'wifi', 'Tv', 'Swimming pool', 'Kitchenware']","['No smoking', 'Quiet hours']",,,Kelowna
2772,Clean bedroom in a colourful house.,A colourful house in a colourful neighbourhood. The bedroom looks over the backyard and garden. Close to transit and walkable for groceries. A place to park your car or bike.,Toronto,ON,M6H 2K4,,,1,1000.0,0.0,1080.0,,draft,House,,,,['Common lounge'],"['Pantry Items', 'Condiments', 'Laundry Detergent', 'Dish Detergent', 'Toilet Paper']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Closet', 'Drawers', 'Lamp']",Double bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit', 'Door lock']","['Free parking on site', 'Stove and oven', 'Fridge', 'Dishwasher', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Cable / Satellite', 'Tv', 'Window covering', 'Fenced yard', 'Private entry', 'Blow dryer', 'Kitchenware', 'Iron', 'Blow dryer']","['No smoking', 'Keep spaces clean', 'Notice on visitors']",,,Toronto
2773,Private room 10x13 king bed tv dresser,Mobile home area very safe quiet park huge deck bq patio furniture,Eastern Passage,NS,B3G 1A7,,,1,1150.0,0.0,1150.0,,draft,Mobile Home,,,,"['Common lounge', 'Storage locker']","['Pantry Items', 'Condiments', 'Laundry Detergent', 'Dish Detergent', 'Toilet Paper']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Television', 'Closet', 'Drawers']",King bed,"['Fire Extinguisher', 'Smoke Detector', 'First aid kit', 'Door lock']","['Free parking on site', 'Stove and oven', 'Fridge', 'Microwave', 'Washer', 'Dryer', 'wifi', 'Cable / Satellite', 'Window covering', 'Fenced yard', 'Kitchenware', 'Iron']","[""Policy on visitor's stay""]",,,Eastern Passage
2774,"Roommate to share 2 bedroom suite in Port Hastings (Fully furnished, all utilities and amenities, close to NSCC)","Top floor suite of a house. 2 bedrooms to share a bathroom, kitchen and laundry. Fully furnished with regular size kitchen. Includes bedding and linens. Recently renovated. All utilities are included as well as internet. 5 minute Drive to NSCC strait area campus in Port Hawkesbury.",Port Hastings,NS,B9A 1L2,,,1,900.0,0.0,900.0,,draft,Suite,,,,,['Toilet Paper'],,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Hangers', 'Closet', 'Drawers']",Queen bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector']","['Free parking on site', 'Stove and oven', 'Fridge', 'Microwave', 'Washer', 'Dryer', 'wifi', 'Tv', 'Window covering', 'Kitchenware', 'Iron']","['No smoking', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors']",,,Port Hastings
2775,A room in Downtown,,Toronto,ON,M6P 2K8,,,1,1400.0,160.0,1685.0,,draft,Townhouse,,,,"['Gym', 'Swimming pool', 'Shared hot tub']","['Pantry Items', 'Condiments', 'Laundry Detergent']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Television', 'Closet', 'Fridge']",Twin bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector']","['Free parking on site', 'Street parking', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'Blow dryer', 'Kitchenware', 'Iron']","['No smoking', 'No alcohol', 'Notice on visitors', 'Scent free']",,,Toronto
2776,Beautiful home w/large private yard / Rooms /Entrance.,"Beautiful First level 3 bedroom home available to rent in Dartmouth cole harbour.
 
3 bedroom, 2 large and 1 medium sized with full bath. 

Large living room with big windows for nice sunlight. This room is fully furnished with a sectional, tv and everything else. Please refer to pictures for complete view.

Big open kitchen with dishwasher , double door fridge, wine glass closet, centre big island and much more, refer to pictures.

All the bedrooms are fully furnished with brand new beds ,mattresses, comforters and sheets which were never used.

This home is move in ready where you just need to pack your bags and move in with peace of mind.

This home has solar panels installed, means low electric bills, genrac generators.

House has heat pumps installed in it as well.

Ideal for working professionals, family.You are going to love the views of the town from your backyard and you will appreciate the convenience of location to great schools, public transit, shopping, restaurants, nature trails to name a few.

Serious inquiries only.

Units has its own separate entrance for the first level and bottom level.",Dartmouth,NS,B2W 4L4,,,1,2795.0,0.0,2795.0,,listed,Townhouse,,,,,,,,"['Bedding', 'Blankets', 'Pillows', 'Hangers', 'Television', 'Closet', 'Drawers']",Double bed,['Door lock'],"['Free parking on site', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Tv', 'Fenced yard', 'Private entry']",['No smoking'],,,Dartmouth
2777,Room for rent with pets,meals included,Greater Sudbury,ON,P3E 1R7,,,1,950.0,0.0,1026.0,,deleted,House,,,,,"['Pantry Items', 'Condiments', 'Laundry Detergent', 'Dish Detergent', 'Toilet Paper']",,,['Closet'],Single bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'Door lock']","['Free parking on site', 'Stove and oven', 'Fridge', 'Microwave', 'Washer', 'Dryer', 'wifi', 'Tv', 'Window covering', 'Kitchenware', 'Iron', 'Blow dryer']",['No smoking'],,,Greater Sudbury
2778,,,,,,,,1,,,,,deleted,Other,,,,,,,,,,,,,,,
2779,Two Rooms available in a quiet home.,"Lovely, quiet home ideal for mature people/students. Two identical bedrooms available, roommates to share a bathroom. Homeowner has their own private bathroom. Open kitchen/living room area to be shared with homeowner. They are happy to share meals when planned but students should prepare to have food they enjoy as well. Homeowner has a car and can help with picking up groceries when planned. A very cute pup lives here too; an older cocker spaniel who is really friendly and will stay out of your way. He likes to sleep a lot. 
*There is also a back patio with a bbq. 
*Parking available for one other small car. There is a lot of street parking until winter parking bans are in affect. 
*Laundry room will have to be shared with homeowner
*Close to Metro transit-5 minute walk to bus stop Metro 90 runs every 30 minutes and passes Mount Saint Vincent University, and stops close to both St. Mary's and Dalhousie University. The express 194 runs early in the morning and at rush hour.
*Close to all amenities in Larry Utek Shopping Area",Bedford,NS,B4B 0M9,,,1,1200.0,0.0,1200.0,,listed,House,,,,,"['Pantry Items', 'Condiments', 'Dish Detergent']",,,['Closet'],,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'Door lock']","['Free parking on site', 'Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'wifi', 'Window covering', 'Kitchenware', 'Iron']","['No smoking', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay""]",,,Bedford
2780,"Clean, furnished bedroom with shared main bath",Clean bright furnished bedroom in 3 bedroom home. Only occupied by the home owner,Kelowna,BC,V1W 4R4,,,1,1100.0,0.0,1188.0,,draft,Mobile Home,,,,['Common lounge'],"['Pantry Items', 'Condiments', 'Laundry Detergent', 'Dish Detergent', 'Toilet Paper']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Hangers', 'Closet', 'Drawers', 'Lamp']",Queen bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit']","['Free parking on site', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Window covering', 'Kitchenware']","['Keep spaces clean', ""Policy on visitor's stay""]",,,Kelowna
2781,"Ideal for 2 people, Fully Furnished, Private, Cozy and Spacious Studio in a quiet neighbourhood","Cozy and Spacious Studio in a quite neighborhood in the heart of Royal Heights neighborhood. Cross street 114 St/96ave in Surrey

. Quick access to all main thoroughfares –HWY 17, HWY 99, scott road station 

Walking distance to schools, gas station,sunfarm and neighborhood parks 

Bus stop just steps away from the house .
Very quiet residential neighbourhood yet within 2-3 kms of major grocery stores, restaurants, fast food , businesses etc


  less than 5km away from Surrey Downtown and Hospital. Close proximity to Fraser Surrey Docks, major bridges/highways like Alex Fraser and Patullo Bridge and Highway 91 and 17.  Located steps away from transit that connects to Vancouver Downtown which is a 45 mins sky train ride.

All great food options like Starbucks, Burger King, Quesada, Indian eateries, Quiznos, Tim Hortons are less than 2 km away

Feature Summary:
• 900 damage deposit required
• minimum 3 month lease required.
• Internet/Utilities included.

No pets, vaping, smoking, drugs, parties, shares, roommates or subletting - not negotiable

we are looking for a responsible family/folks to rent this property 

With your inquiry include information of your current situation, occupation, number of occupants, expected move in date/duration. The following will be required:

- 2 landlord references
- Employment verification, income & recent paystubs
- Government identification. 
Tenant insurance

SERIOUS ENQUIRIES ONLY
============

I",Surrey,BC,V3V 1V8,,,1,1800.0,0.0,1944.0,,listed,Suite,,,,,,,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Hangers', 'Television', 'Closet', 'Drawers']",Queen bed,"['Smoke Detector', 'Carbon Monoxide Detector']","['Free parking on site', 'Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Tv', 'Window covering', 'Private entry', 'Blow dryer']","['No smoking', 'No alcohol', 'Quiet hours', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay"", 'Scent free']",,,Surrey
2782,Clean Fully Furnished Private Bedroom,"Furnished private bright, sunny  and ventilated bedroom is available in 2 BHK apartment Including everything like Rent, water, base heating and insurance is included in rent, with laundry in unit and air conditioner ,
Bus stop is just opposite to our building. Few minutes walk to Dollarama, Tim Hortons, No Frills, Canadian Tire, Sobeys, Medicine store, Shoppers Drug Mart, Library, Community center, Swimming pool etc.",Halifax,NS,B3R 1W5,,,1,950.0,100.0,1050.0,,draft,Apartment,,,,['Shared hot tub'],"['Pantry Items', 'Condiments', 'Laundry Detergent', 'Dish Detergent', 'Toilet Paper']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Closet', 'Lamp']",Single bed,"['Fire Extinguisher', 'Smoke Detector', 'First aid kit', 'Security alarm']","['Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Cable / Satellite', 'Tv', 'Window covering', 'Private entry', 'Kitchenware', 'Iron', 'Blow dryer']","['No smoking', 'Quiet hours', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay""]",,,Halifax
2783,Spacious room with every amenities near by,700 rent plus utilities .,Yarmouth,NS,B5A 3H9,,,1,700.0,200.0,900.0,,listed,Townhouse,,,,"['Common lounge', 'Storage locker']",,,,"['Bedding', 'Hangers', 'Closet', 'Drawers']",,['Smoke Detector'],"['Free parking on site', 'Stove and oven', 'Fridge', 'Microwave', 'Washer', 'Dryer', 'Private entry', 'Kitchenware']","['No smoking', 'No alcohol', 'Quiet hours', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay""]",,,Yarmouth
2784,Clean bedroom with a single owner,,Dartmouth,NS,B3A 2L1,,,1,1000.0,100.0,1100.0,,draft,Townhouse,,,,,,,,['Closet'],,"['Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit', 'Door lock']","['Free parking on site', 'Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'wifi', 'Tv', 'Window covering', 'Kitchenware']","['No smoking', 'No alcohol', 'No shoes inside']",,,Dartmouth
2785,,,,,,,,1,,,,,deleted,Other,,,,,,,,,,,,,,,
2786,Large private bedroom with bathroom in hallway,"Private acreage. View of mountains.  Close to lake. Restaurant, coffee shop, gym, gas station in area. Have dogs and outside cats. No smoking. No drinking on premises.",Jaffray,BC,V0B 1T0,,,1,900.0,50.0,1026.0,,deleted,House,,,,,"['Pantry Items', 'Condiments', 'Laundry Detergent', 'Dish Detergent', 'Toilet Paper']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Television', 'Closet', 'Drawers', 'Fridge']",Queen bed,"['Fire Extinguisher', 'Smoke Detector', 'First aid kit', 'Door lock', 'Security alarm']","['Free parking on site', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Cable / Satellite', 'Tv', 'Swimming pool', 'Window covering', 'Blow dryer', 'Kitchenware', 'Iron', 'Blow dryer']","['No smoking', 'No alcohol', 'Quiet hours', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay""]",,,Jaffray
2787,Not Sure Yet,,Parksville,BC,V9P 1L6,,,1,900.0,0.0,972.0,,deleted,House,,,,,"['Dish Detergent', 'Toilet Paper']",,,"['Bedding', 'Desk', 'Closet', 'Drawers', 'Lamp', 'Fridge']",Double bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit', 'Door lock']","['Free parking on site', 'Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'Fireplace', 'wifi', 'Swimming pool', 'Window covering', 'Fenced yard', 'Kitchenware']","['No smoking', 'Quiet hours', 'No shoes inside', 'Scent free']",,,Parksville
2788,,,,,,,,1,,,,,deleted,Other,,,,,,,,,,,,,,,
2789,"Brand new, 3 story town house",,Beechville,NS,B3T 0M6,,,1,1200.0,100.0,1300.0,,draft,Townhouse,,,,,"['Pantry Items', 'Condiments', 'Laundry Detergent']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Closet']",Queen bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit', 'Door lock']","['Free parking on site', 'Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'Fireplace', 'wifi', 'Tv', 'Window covering', 'Kitchenware']",['No smoking'],,,Beechville
2790,Shared house in North End Halifax,"Seeking a roommate for September 1st 2024 to share my large light-filled house in the vibrant North End of Halifax.

I am looking to share my beautiful home with a lovely person. Ideally I would like to live with one person who occupies two rooms ( I am open to a single parent with shared custody. I enjoy children.) We would share the dining room, living room, two bathrooms, laundry, beautiful kitchen and a charming garden with a large patio. Heat & water included, we would split the cost of power and internet.  $1800 One-year lease. I am open to renting the rooms out to two separate people. Larger bed room with large closet and ensuite access to shared bath would be $1100 and smaller bed room would be $900. 

Looking for a non-smoker, responsible person, and good communicator who wants to live with others. Sorry no pets. 

I am a 54 year artist and mother of two grown children. I am excited to begin this adventure of sharing my home with someone new. Please message me, with an intro about yourself and we can take it from there!",Halifax,NS,B3K 1P7,,,1,1800.0,90.0,1890.0,,draft,House,,,,,"['Pantry Items', 'Condiments', 'Dish Detergent']",,,"['Hangers', 'Closet']",,"['Fire Extinguisher', 'Smoke Detector', 'First aid kit']","['Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Washer', 'Dryer', 'wifi', 'Window covering', 'Fenced yard', 'Blow dryer', 'Kitchenware', 'Iron', 'Blow dryer']","['No smoking', 'Quiet hours', 'Keep spaces clean', 'Notice on visitors', 'Scent free']",,,Halifax
2791,Spare bedroom 2,"2 storey home.  Quiet and safe neighborhood with mix of new and older homes.  
In ground pool, seasonally.  
Close to bus route.",New Glasgow,NS,B2H 4G7,,,1,900.0,0.0,900.0,,deleted,House,,,,['Swimming pool'],"['Pantry Items', 'Condiments', 'Laundry Detergent', 'Dish Detergent', 'Toilet Paper']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Closet', 'Drawers', 'Lamp']",Double bed,['Smoke Detector'],"['Free parking on site', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'wifi', 'Cable / Satellite', 'Swimming pool', 'Window covering', 'Kitchenware', 'Iron']","['No smoking', 'No alcohol', 'Quiet hours', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay""]",,,New Glasgow
